stop_id,stop_no,stop_name,stop_circle,stop_location,remarks,latitude,longitude,accuracy,is_geotagged,updated_user_id,updated_timestamp
193,85 A,PTP Nagar,G,After the turn towards Vettamukku,NIL,8.5126259,76.987761,21.49,TRUE,24,40:39.3
189,45 A,Pottakuzhy,M,Banayan Tree,NIL,8.5143557,76.9374017,3.6,TRUE,20,50:21.9
220,90 C,Thirumala,M,Near to bus shelter,NIL,8.5040749,76.9935233,7.75,TRUE,21,53:00.2
247,91 A,Vijayimohini Mill,"R,V,B",Near to bus shelter,NIL,8.4978645,76.9853858,7,TRUE,21,59:21.8
248,10,Vikas Bhavan Depot,"Y,G",,NIL,8.5085633,76.946915,2.54,TRUE,20,59:33.7
212,04 C,Statue - Secretariat,Y,,NIL,8.4973019,76.9485293,3.08,TRUE,20,22:40.1
218,02 B,Thampanoor - Railway Station,M,,NIL,8.4874132,76.9522827,1.88,TRUE,20,38:17.1
219,02 C,Thampanoor - RMS,M,,NIL,8.4877008,76.9505789,1.9,TRUE,20,40:04.5
246,91 B,Vijaya Mohini Mill,"R,O,B,V,G",Opposite to GARRISON ENGINEER,NIL,8.4980602,76.9856611,10.08,TRUE,21,14:40.6
234,89 B,Valiyavila,B,In front of AJIN TRANSPORT,NIL,8.5071637,76.9983417,9.33,TRUE,21,22:05.1
194,85 B,PTP Nagar,V,After PTP Nagar turn to forest office,NIL,8.5129142,76.9872317,7.3,TRUE,21,33:24.4
202,72 B,Sasthamangalam - Raja Kesavadas school,M,In front of SBI,NIL,8.5120685,76.9713733,6.15,TRUE,24,30:07.7
236,23 B,Vanchiyoor Court,Y,Infront,blue circle,8.493999,76.9404021,2.3,TRUE,22,35:06.0
235,23 A,Vanchiyoor Court,Y,Opposite,NIL,8.4950749,76.940088,7.67,TRUE,21,37:58.9
210,4:00 AM,Statue - BSNL,"R,O,V",,NIL,8.4968388,76.948267,1.6,TRUE,22,59:52.8
224,19 B,Thycaud Hospital,"V,G",Opposite,NIL,8.4872967,76.9562617,2.07,TRUE,22,58:03.1
211,04 B,Statue - SBI,"R,O",,NIL,8.4991334,76.9486351,1.9,TRUE,22,04:25.3
249,5,VJT,"Y,G",,NIL,8.5029876,76.9493489,1.58,TRUE,22,08:35.0
225,38 A,TTC,Y,1,"nanthancode road, near workshop",8.5191668,76.9597225,1.6,TRUE,22,05:06.1
250,46 A,Vythuthi Bhawan,R,Opposite,NIL,8.5160632,76.938065,9.1,TRUE,21,36:19.6
240,105 B,Vazhapally,V,2,NIL,8.480765,76.9419683,1.4,TRUE,20,40:24.5
213,54 A,Swanthana Hospital Jn.,Y,1,NIL,8.5316417,76.9595733,2.03,TRUE,20,13:15.6
238,65 B,Vayalikada,O,Opposite to ANASWARA,NIL,8.5330705,76.9532111,7.8,TRUE,24,29:03.5
214,54 B,Swanthana Hospital Jn.,"R,O,B,M",In front of Canara Bank,NIL,8.5318864,76.9603048,4,TRUE,24,54:20.4
227,59 A,Ulloor,"O,B",Main Bus Stop,NIL,8.529813,76.9300348,8.42,TRUE,21,30:01.6
251,46 B,Vythuthi Bhawan,V,Infront,NIL,8.5158944,76.9381288,7,TRUE,21,41:14.6
243,16 B,Vazhuthacaud - Womens College,M,Main Bus Stop,NIL,8.4978317,76.9575833,2.7,TRUE,20,54:28.3
197,69 B,SAP Camp,M,In front of SAP parade ground,NIL,8.524996,76.9698999,5.7,TRUE,24,35:44.4
203,72 A,Sasthamangalam - Raja Kesavadas school,M,Infront of School,NIL,8.5120209,76.9714763,3.2,TRUE,24,26:14.0
242,16 C,Vazhuthacaud - Womens College,M,Main Gate,NIL,8.4984077,76.9570585,1.5,TRUE,20,31:32.6
244,87 A,Vettamukku,M,Opposite Vettamukku Park,NIL,8.5086588,76.9875838,106.65,TRUE,24,19:07.4
201,71 D,Sasthamangalam,V,Opposite Muthoot,opposite fincare,8.5129382,76.9722495,1.63,TRUE,22,08:58.9
140,86,Nirmithi Kendram,"R,O,B,V",Near to Nirmithikendram entrance,NIL,8.5106236,76.9877117,12.59,TRUE,24,30:59.9
112,82 A,Maruthankuzhi,R,In front of Shelter,NIL,8.5140967,76.9771966,17.19,TRUE,24,23:53.4
208,81 A,Sree Ramakrishna Hospital,"R,O,V",In front of Neethi medicals,NIL,8.5133887,76.9735423,17.67,TRUE,24,00:40.4
155,74 B,Pangode - Market,Y,Opposite to Petrol Pump,NIL,8.5039094,76.9687838,102.31,TRUE,24,36:57.1
64,80 A,Jagathy,M,In front of Indian Institute of Technical Arbitrators,NIL,8.4940513,76.963839,15.49,TRUE,24,01:31.7
76,78 A,Kannetumukku,M,In front of Lakshmi Traders,NIL,8.4916994,76.9617632,92.9,TRUE,24,18:48.1
187,92 A,Poojapura - SBI,"O,G",In front of SBI,NIL,8.4968309,76.9806382,8.1,TRUE,21,01:53.4
183,94 A,Poojapura,M,Near bus shelter,NIL,8.4920323,76.9740749,5.75,TRUE,21,07:00.3
141,08 B,Niyamasabha,V,Oppsite Side,NIL,8.50702,76.95071,2.06,TRUE,20,10:49.3
150,07 C,Palayam - Fine Arts College,"R,O,B,V",,NIL,8.5050919,76.9514818,3.88,TRUE,20,16:48.9
80,97 C,Karamana - SGST Office,B,Near to bus shelter,NIL,8.4811023,76.9617632,5.5,TRUE,21,18:52.5
191,98 A,PRS Hospital,M,Near to bus shelter,NIL,8.4813211,76.9591321,5.42,TRUE,21,20:51.8
29,102 B,Chenthitta - Govt Tamil School,M,In front of Hatson Daily,NIL,8.4835309,76.9578045,3.9,TRUE,24,01:52.5
192,98 B,PRS Hospital,M,Opposite to PRS Hospital,NIL,8.4814491,76.9594611,5,TRUE,21,51:59.2
159,95 B,Pariksha Bhavan,Y,Near to Government UPS,NIL,8.4901583,76.973001,9.32,TRUE,21,01:24.3
185,93 B,Poojapura - HLL,M,In front of HORTICORP,NIL,8.4962193,76.9790486,9.4,TRUE,21,10:28.4
222,90 B,Thirumala Jn.,R,In front of CSB Bank,NIL,8.5029315,76.9927147,5.4,TRUE,21,18:28.7
