gid,id,routecir,route_no,route_id,length,geom,source,target,array_route_id
8,9,"Green, Violet","3,5","G , V",578.3608012,0102000020E6100000270000006A17D34C773D5340C57AD6DAA00B2140BF712C42783D5340DC5D003DAF0B2140953F946D793D53400A67CE53C10B2140F1E7F1AC7A3D5340C2ECA849D50B2140209BA41D7C3D5340A6E9255EE10B21400F60A4D57C3D53401E9621D8EE0B21405E44E42B7D3D5340FA291CBCFF0B2140C133A45F7D3D5340CE821658110C21401030246B7D3D534020B91142200C21409B1DA4A47D3D5340E94C0FCE270C214026F3E3287E3D53401352088C3D0C2140C6A323207F3D53404DD7FFF5570C2140A175E3AF7F3D534052E1FA69670C21401940A356803D53407461F66D750C21406AF46242813D534037C4EE258D0C214058B962FA813D534080FFE81D9F0C21402080A2AC823D53404918E463AE0C2140355BA21F833D53407D93E059B90C21403643626A833D534033ECDD9DC10C21404A36A292833D534012FBDAC7CA0C21405D412270833D53404576D7BDD50C21404A4EE247833D5340F713D365E30C2140BE78A2C3823D5340E227CCF5F80C2140BD90E278823D5340878AC755070D214046DE6287813D5340CB0AC0B11E0D2140933AE367803D5340F70FB96F340D214016B8E3E07E3D53408C01B0A5500D2140EC01E4FA7D3D5340CBF7AB395D0D2140FC84A4627C3D5340147DA3A3770D214035BE64B07B3D5340F5CB9F23830D2140C8BFA53C7B3D5340D27F69488A0D2140E25165E4793D5340BAAE96879F0D21407BC2A585783D5340820C9031B40D21406347A6E7763D5340682588CFCC0D2140FD9FA6D3753D534054F482FBDC0D214098F8A6BF743D5340F05B7D69EE0D2140333967F6733D53403A5279FDFA0D21405967A766733D5340F42F74FB0A0E2140DEAE0530733D5340890F47C91E0E2140,15,16,"{G , V}"
9,1,"Green, Yellow","3,4","G , Y",346.6851085,0102000020E61000000F000000E38A2074EC3D5340DCBA40B6C81121406D78A0ADEC3D53408FA73536EB1121401DACA00CEC3D53406BC52CE206122140532D217AEA3D5340FDF6226E25122140FB202283E73D53409FED150A4E1221401BF722E8E43D5340FFED096A7312214063B3A39DE23D5340612901BA8E122140F7CBA433DF3D5340F99FF5A9B212214015D22503DC3D5340BC0CE9D5D9122140C235A6CCDA3D5340E48CE4D9E71221400CC2A617D93D534098E5E11DF01221406FED4458D73D53407877DD9DF5122140DA1C6D04D53D5340C85041DEF9122140F056C6BFD23D53402018AA05FA122140E93290C2D03D5340081C8645FB122140,17,9,"{G , Y}"
10,1,"Green, Yellow","3,4","G , Y",397.0218477,0102000020E61000001700000063B7CF2AB33D5340BACA243493112140C49EBD8AB13D53403E100E1E8D112140E141BC5BB03D5340CEAF5EAF8811214057CE586CAF3D5340546E5BD78211214011B1B010AE3D5340582BBE5A7A112140CB650348AD3D5340D18DA67475112140B70BCF50AC3D534095462EF86C112140C63BCCCAAA3D534015D2B4945F1121403EE9F5EAA83D5340BB68D31B4F112140E348CA26A73D534081CB23633A1121402B15B73DA63D53400DFE71422F1121403B8037F0A43D53406A9B76E220112140833CB8A5A23D534029D67F2204112140DF03B938A03D53409D6986A6EF102140D99339789E3D534065AE8A5AE2102140B808BBEE993D53408D4B954AC110214061FCBBF7963D5340B92D9E9EA51021406DC73C7F943D53404A37A5B28F1021406857BDBE923D53405A23AC227A102140C31EBE51903D5340B2FBB3B2611021400BDB3E078E3D53406E7BBB564A102140432C3F0A8D3D53401ECABD26431021404F3026BD8B3D53408F8EC19C3A102140,10,18,"{G , Y}"
11,7,Green,3,G,118.2883858,0102000020E61000000A0000004F3026BD8B3D53408F8EC19C3A102140160F3D1D8B3D53400A9693BB2E1021403C9C65B48A3D534039BE63AF2210214089EDC0008A3D534075560C961510214067CEFD88893D5340B7EEB47C0810214022907799883D5340561138C6F50F2140E806DDD1873D5340112DD4CDE60F2140BB322E32873D534046C57CB4D90F214098136BBA863D534014BCAE9DC70F2140909240DE863D5340DF2B0483B50F2140,18,5,{G}
12,2,Green,3,G,650.5054277,0102000020E61000002E000000937CDB02783D53406FFE92F9EC0D214030B25A15793D5340891B96F6DD0D2140E460FFC8793D5340D6773824C30D2140970FA47C7A3D53403CE48FAAB60D2140DD4D2A6C7B3D5340E20613F4A30D2140A666A66F7C3D53405655E79D900D21405A154B237D3D5340F6776AE77D0D2140220519F17D3D53400E2183466C0D2140FC8E18617F3D534089348B1E530D21404EFB172D813D5340313E95DA330D2140B3A21741823D53400FF99CC61B0D21403E601710833D53404365A2E20A0D2140B6129701843D53405016A90AF60C214090FC9646843D53407F47AEDEE50C2140CBED9674843D53408EF8B15EDA0C214058DB16AE843D5340240CB78ECA0C2140B9E21697843D53403082BD6EB60C2140B7129701843D5340869FC362A30C2140C94D9749833D5340D046C9C6910C2140526B97ED823D5340ECF7CC46860C2140DAB817FC813D53403FDAD2F2730C21409DF79738813D53400B9FD8FA610C21404E2B9897803D5340045ADD3E530C2140D748983B803D5340F914E282440C2140867C989A7F3D53404277E6DA360C2140C0CD989D7E3D5340E58AEEB21D0C214070D118927E3D5340E300F592090C2140D20899E57D3D5340DBF6F91EFA0B21400D2A197E7D3D53406B45FF96E90B21406E6199D17C3D5340009E05D3D50B21400A8A19537C3D5340258A0C43C00B214044DB19567B3D5340A1E2127FAC0B21407EFC99EE7A3D53400A001973990B2140F5DE994A7B3D53403227202B830B2140BABD19B27B3D5340A67F26676F0B2140F5DE994A7B3D534025582B4F600B2140FD53C96C7B3D5340C16EA4EB5C0B2140E92711F67B3D53409AB667B3520B21409CFB10807C3D534079516B78470B214026E990B97C3D534086116C22450B2140C7D5F0F57C3D53402F006E1D3F0B214063CEF00C7D3D534054317049380B2140B2CA70187D3D53405BEC71E5320B21408BE9F9C27D3D534025A764F9230B21404A4D8A9E7E3D53401A90C85E190B21407652921A7F3D534034E16FC50F0B2140,6,19,{G}
13,2,Green,3,G,365.0154467,0102000020E6100000150000007652921A7F3D534034E16FC50F0B214034E3B24E7E3D534044FA3810F70A2140E1EF40377D3D534058E3CE38A70A214024E990B97C3D534024A5B249690A2140C1E190D07C3D5340EB10C15D3C0A21405FDA90E77C3D53406FDFC729270A214010DE10DC7C3D5340EC2DD0490D0A2140C1E190D07C3D5340F4A3D381020A214072E510C57C3D5340BE68D6E1F9092140D4EC10AE7C3D534088F2D8F9F1092140B21B92977C3D5340E5EC3299E90921401A09F5D47B3D5340E119C494E20921400D037EC77A3D534066C3616FDD0921404C4E6206793D53409708CFA0DA092140314274EB763D53400F8CC2C1D80921401E13AE65753D5340673A982FD80921403AE5621E733D53403FD12FF3D5092140E8A06521713D5340DC73E68BD40921405E2459426F3D53402DD81635D20921401603638E6D3D5340FED2FD61D109214009AFEB176C3D53408356163BD0092140,19,20,{G}
14,2,Green,3,G,434.6194418,0102000020E61000001900000009AFEB176C3D53408356163BD0092140080DED40663D5340611D8466CF092140D164F734643D5340D5A07787CD0921402C4CE364623D53409062F197CC09214080B0130E603D53404A246BA8CB0921404AB06B775D3D5340ACB18606CB09214088779BD75B3D534067DEE5B9C9092140661C9DB8563D5340172DE889C209214048311E5A533D534005ADE9DDBD092140A3289F57503D5340E6F1EAE9B9092140E674A04C4C3D53401E19EFF9AC092140F16FA13E493D5340CFA2F4B99B09214001ABA186483D5340DD98F69D95092140C0492298463D5340E8C9FB7185092140A6FEA264443D5340FB70047E6A092140B499A381423D534077BF0C9E50092140549EAEDE403D53406C6977C3380921401323551D403D5340DCA3C7772F092140EA285D2F3F3D5340964F80231409214093A997143F3D5340B99C50DE07092140912CA29A3E3D534047B5D8F603092140C1B16FC73D3D534088C11C0302092140AC550D153D3D53402684308C01092140A4B060093D3D53403212CC62FA08214076A73B4F3C3D5340A56384A6DB082140,20,21,{G}
15,2,Green,3,G,513.4244715,0102000020E61000002B00000076A73B4F3C3D5340A56384A6DB0821406072DA193C3D5340D670EEC6D208214055BDEEF13B3D53405165A079CD082140804012AC3B3D5340454E04DFC208214089CA44443B3D53408C818D7AB0082140D9FA25183B3D53400FD1479E980821403B0226013B3D5340891F50BE7E082140621826BC3A3D5340CC325B3E5C0821403A32A66B3A3D5340E16360124C082140735326043A3D53400B5064DA3F0821409A6926BF393D534055F76696370821403692A640393D534028BC69F62E082140F9D0267D383D5340CC8A6D1A23082140F5302752373D5340AF8A70C219082140D95F7572363D53400A914A5815082140746E891F343D534064CE9E950B082140997B1B08323D5340E6FE7ADE030821405783A916303D534082007A4AFC072140DD00AA8F2E3D5340BA6C7CBEF4072140627EAA082D3D534068BB7E8EED07214023EDAAAF2B3D53401A0A815EE6072140F7662B342A3D5340527683D2DE072140F5C62B09293D5340BDD88482DA0721406639ACA4273D5340150086EAD607214089AFAC34263D53403876867AD50721407134AD96243D534003C585A2D7072140F0412E4F213D53400C8A82B2E10721409B05AFED1E3D534039C57F52EA07214054C0C1E91C3D5340B5855A6BEE072140164CD80A1B3D53404E73F458F1072140415AC5C9183D5340376F88FFF1072140E1DFB9E4173D5340376F88FFF1072140F7E7B1F1153D5340783B7D3AF2072140F0A7B29B133D5340428A7C62F4072140999BB3A4103D5340EF1D7D96F2072140076E34150E3D5340793B7D3AF2072140DBFC9B630C3D5340DA64625EF007214088EB58EA0B3D53401BB40A6DEA072140DC05F9020C3D5340C49E987FDF0721409901C2110C3D5340FF8202F0D807214045FE5DE00B3D53407A09C658D307214065CC95720B3D53407C7A84EACF07214005E544BB0A3D5340C3293A92CB072140,21,22,{G}
70,30,Red,1,R,612.8335743,0102000020E610000016000000A3436E869B3C5340ACF996DEA3FB204097A7931B9C3C53402417A358A9FB2040CF302EE39C3C5340D6D89755AFFB2040F531E96A9D3C53404C02EE92B4FB20408CA299EA9D3C5340A5FCB0FEBBFB204079C009559E3C53400016DF30C8FB2040CC4F9D179F3C53402186DB63D9FB204044AD64749F3C534060FC4E97E1FB20404C26F24BA03C53407FE2F4A4F4FB20403855FE62A33C53401F546A254CFC2040CC102ED5A33C534025C2E2C658FC204050668378A63C5340C0FECCF2AAFC2040C49E288CA83C5340DD151B8CF0FC20405873C894A83C5340C0D813FCF1FC2040748E9538A93C534041B4ED480DFD2040CC7CAD21AA3C5340401C9CCC39FD2040CCA98ABCAA3C53403FB4BC5F57FD204038896415AC3C534060BDEDE88BFD20407CE074C4AD3C5340392D0753CAFD2040004A7303AE3C53407F768673D3FD204010FAAE3CB03C53408085E6EC25FE204011381268B03C53408CC4BAA761FE2040,87,88,{R}
16,2,Green,3,G,686.78927,0102000020E61000002D00000005E544BB0A3D5340C3293A92CB072140BC8151010A3D5340835C010EC907214008D3AC4D093D53407263E84FC507214028A1E4DF083D5340073330E4BC07214029418C6A083D5340D4F70988B30721408544B7E1073D534043403A01A8072140F4C7E855073D53400E92AAFD9A0721408D0637FF053D5340127FA2267E072140ED3DB752053D5340DD7EA8766B0721408858ACB2043D5340EA30E4FD5807214061DBA93E043D53406E7610EE4D0721409F5C180C043D5340B5BDD89642072140ACDBC332043D5340143D21532E0721402A5B9647043D534068DB2D2215072140D9D616F7043D534012DDC223EC062140D552B19A053D53407E86AB2ED10621406520B7AE053D5340B8C1E2FAB5062140F00D37E8053D534095B7EA2E9D062140B6ECB64F063D5340DF0FF4128006214056B536FC063D5340D040FC8E660621406B90366F073D5340438F04AF4C0621406D60B604083D5340E6530D5F31062140823BB677083D53400A40112725062140C5BF10A3083D53404A2AA4331406214023403194083D53400586889B0506214015C1856D083D5340FC050540F105214027C496F0073D53406CAFED4AD6052140CD973658073D534019F03237BC05214063C80F44073D534036D81E12A705214064C80F44073D5340E03D77E596052140F9C8432C073D5340188843178B052140B4C9840E073D5340E4E023F67C05214055CC6EA3063D53403F1E783373052140DC02B70A063D5340BF474E0B670521401FD6D514053D53408CDB4815550521404CA5B710043D534099335BCB3E05214022EFB72A033D53406033611B2C0521409467E74D023D5340AE67020F16052140325A38DD013D5340A4816F8BFF04214067E98903023D5340454667A4F2042140948F1F85023D5340213BA427E2042140AAF9F6D4023D5340D456402FD3042140680CFCCA023D5340642688C3CA0421409F440BAD023D53407479C378C00421404C7ACECC023D53401FBE24DFB6042140,22,23,{G}
18,2,Green,3,G,154.650847,0102000020E610000007000000E926CDF2933C5340B8C1D7B647042140FE68A3F3913C5340FCF904CF4E042140AF8725598B3C5340ABDCFEDA61042140F1FEDF5F863C53400B809C6373042140B9F930C8833C53409A3CD8477804214069B98BA77F3C5340405ACA907B0421405AB24C1A7E3C5340DF3D18C27B042140,25,26,{G}
19,2,Green,3,G,636.7713332,0102000020E61000001E0000005AB24C1A7E3C5340DF3D18C27B042140D1E57CD57B3C5340CBD6D66F7D042140476970F6793C53409B0228D07C0421405B31317B783C5340FD8C023377042140FDD73260773C534008503B8671042140AB9365FD743C5340541DA4AB5B0421401C366603733C5340191DAAFB480421402701E78A703C5340F912B22F300421401FF1679F6D3C5340839CBA971504214018B168496B3C5340A4C3C14FFF03214036B7E918683C5340727EC93BE703214054EDEA52643C5340AD56D473C5032140832E6C6A603C534007EADD9FA7032140DEF56CFD5D3C53402811E55791032140EBC0ED845B3C53403EB8ED6376032140337D6E3A593C53409FCBF53B5D03214053536F9F563C5340FCA3FDCB4403214026FD6F8E543C5340E81904AC30032140BD85F0E4523C5340377C0804230321407EF4F08B513C534066230E6811032140F0667127503C53400CAD132800032140519EF17A4F3C534043D41738F3022140ECC671FC4E3C5340240F1ED0DF022140AF05F2384E3C5340AED32928BB022140C21072164E3C5340660E33689E0221404B2E72BA4D3C5340FA5C38E08D022140BCA0F2554C3C53407FDC45D4630221408B6B215B4B3C534041437E744D022140DCEEAC484A3C5340389DA06B3F022140E734B0FA483C5340E4CBFA8337022140,26,27,{G}
20,2,Green,3,G,705.2782569,0102000020E61000001A000000E734B0FA483C5340E4CBFA833702214097EFB449463C53403424545E2A02214076600BA8433C53402A7E76551C02214054D16106413C534046869D3212022140220A11B63D3C534098175FD708022140FDA750B0363C5340B8B7C63EFB0121406C707BE3303C534029A0696CF4012140E1CD7D85293C5340FD646CCCEB012140AC377F1E253C53408B3D6E0CE601214067360005223C53405A476FD0E20121403810815E1F3C5340CF296F2CE3012140E10382671C3C534021DB6C5CEA012140375B033A183C5340F03367F8FB012140679C8451143C53409FD162A009022140D49E852C113C534046EF5F9C12022140D0FE8501103C5340CA515EA417022140BB23868E0F3C5340E196596026022140085086040F3C53401C975310390221408F9D06130E3C53403EAB4650610221404271069D0E3C5340C76639A48A0221401FFB050D103C5340DF221DB0E20221400F90855A113C534024AD10800903214077070504133C534081AD07882503214055618409153C5340BC72FE4742032140442684C1153C53409E06F92B53032140BE7D3F90173C53404C4002356B032140,27,28,{G}
21,2,Green,3,G,240.4322977,0102000020E610000009000000BE7D3F90173C53404C4002356B0321400394E4AC183C53401AECBAE07F032140D72383E6183C5340B173E35F960321404B668317183C5340769BD827B8032140301B04E4153C5340BB6ACA5BE40321403EB60401143C53408192BF23060421404E2185B3123C5340F24DB51F260421401FFB050D103C5340D77FA2B360042140FD9F9B470F3C5340DA9BCE0479042140,28,7,{G}
91,0,Violet,5,V,188.8406109,0102000020E61000001200000002B1E9F7333E534048D15ED8F50621405BE9494A333E5340C3ACBFEBD60621401F4E62BD323E5340E34CA29FB1062140086400412F3E534071DB32F19A062140619F59402E3E5340E9DF20138C06214054F971102E3E5340F632D7B4880621404D267EF82D3E53400E2C758685062140084887E62D3E5340985550D783062140F4CEAB9E2D3E5340EA935BDA7D062140A81DC1742D3E5340C54E73BC79062140EA415C3F2D3E5340488306B472062140C3F068262D3E53401B27FDE76A062140E1A508E82C3E5340C4C5EC425D062140930322B62C3E5340B5447958520621406CB22E9D2C3E5340B21A086149062140005BA8A92C3E5340420BF3D537062140EAB930992C3E53409EFA9DAF2C062140B455EEAA2C3E5340A4BC789A27062140,105,106,{V}
22,3,Green,3,G,242.5436354,0102000020E610000024000000B82DB363FE3B5340B2055CA159072140AB9571C2FD3B5340164A0E9963072140F4ED87F6FC3B5340891ABE33700721409D82D0FAFB3B5340829DDEC27F072140D1B4F238FB3B53401ACF95BE8B0721401F8F9B6AFA3B53406507B07F98072140824ACE06FA3B534076312177A1072140A1FF6DC8F93B5340F79A58F9A4072140326F6F85F93B534094D7618DAB07214084802964F93B5340B2096F78B4072140E13308D9F93B5340A26F8F68BB072140B3371577FA3B534000E7130BC107214089057DA2FB3B5340A12BE16EC1072140819E4DE1FC3B5340871E107AC907214018A7E5ACFD3B53407A498B8BCE072140FB3FDD4CFE3B5340C9D86039D30721404004A699FE3B53408CCE811AD6072140864C8AA9FE3B53406FD3C232D7072140006CA7B6FE3B5340F016364DD807214077FCD1C9FE3B5340362EB6E0D9072140AD44EADAFE3B5340944AF538DB07214061843DFAFE3B53401E51F63DDC0721409B855808FF3B5340CFB78480DD072140126C6B26FF3B5340F813F194DE0721407FAD0340FF3B53405A1FB361DF072140E3D5D863FF3B53404CCCC9BDE0072140D4A35278FF3B5340E57E4180E207214018681BC5FF3B5340E20AF523E5072140A60B1805003C5340B5329CF0E7072140122EF516013C5340059072B2F5072140959B1B0A023C5340413F4F6AFE0721408D624934033C5340463FD6690708214029FA5550053C53404D3FE4681908214062698D48073C5340D5CF23C42A0821407F3DE3A6083C5340C31536F0340821406521C841093C53409A568D6F39082140,8,29,{G}
23,3,Green,3,G,438.1188016,0102000020E6100000210000006521C841093C53409A568D6F39082140C32A619A0A3C53404D93CB6F430821407C15DFA10C3C534058EC24C2500821409D39CDB80E3C5340FB01D4AC60082140E6F945A40F3C53400CB0CDB6650821409DDAF3F0113C5340EDAEF80774082140A0982D80143C5340C9BD63DE7F0821406A61C278163C5340F1E8426E87082140E8359B02173C534025B0E9B4890821406B699B47193C5340A3E518AA940821407A7C662B1A3C534078EC5CBE98082140347A27CF1B3C534025D9812EA2082140AC92BC6D1E3C5340368FA2FAAE0821408F0D4DDE1F3C534000229AB2B50821407EBC0BEB203C5340B5C4D1EFB90821401B541807233C53401E2BA422C10821403A407C39253C53402A40F853C908214017F3968E263C53404D45D1C5CD082140A160BD81273C53409DFDA9EECF0821407CA127442A3C534041768202DC082140AFF5F3952C3C5340B7ED7768E4082140DF4D10492E3C534068FBFF90EC082140B592CA6C303C534008B69E15F6082140F51AC55A323C53404123B55C010921401B5A1E18343C5340C158E4510C0921406A3502AA343C5340854E05330F0921406E31B248353C534089EBDB0913092140768FAB54373C534028C1CEA7210921404B4BC0113A3C53400B0EEE1B370921402019283D3B3C53402D8F610642092140E1CD43FE3C3C5340AB47749E51092140A031D4D93D3C5340729148DB57092140C7A1B19B3E3C534029A1606B5B092140,29,30,{G}
24,3,Green,3,G,402.5032374,0102000020E61000001B000000F0E461A1D63C5340BD47252B750B2140AB50E67BD73C5340C2273A8C810B214012AE2FE3D83C534057BBE2058E0B21400A9B5A86DA3C5340D65572C1960B214088627B3DDC3C5340FB47A43D9E0B2140062A9CF4DD3C53407BE233F9A60B214009CCB2BFDF3C5340A1D46575AE0B21408793D376E13C53404F43A4D0B70B21403EE48EF5E33C5340A00985ECBF0B2140D31587FCE53C5340B4029EAAC30B21405C9293DBE73C53406E535929C60B21406868C376E93C534089FD9A28C90B2140B32905EDEA3C534052B82DF7CB0B2140DCCB83EBEB3C53404492833DCF0B214049E65947ED3C5340D0C3FA69D30B21407F5739F0EE3C53404A014322D40B2140BBE3833FF03C534049BF7CB1D60B21407AFCAF89F13C5340ED5091BBD90B21400564DE6AF33C5340E29A7EEEDE0B21405A259C87F73C5340D138645BF10B214055B4DDF5FA3C5340B9746A14FF0B21402F245CECFD3C5340253464EE0A0C21406C4F0D7F003D534077FA440A130C21408AFD1165043D5340D4A2A249140C21402D860C5F083D5340D3A2A249140C21406AB1BDF10A3D53401652E7CA110C2140815979130D3D5340FEDC2B4E100C2140,14,31,{G}
25,9,Green,3,G,760.4806113,0102000020E61000002F000000815979130D3D5340FEDC2B4E100C2140A36BB0F2103D5340DC841F6D0D0C214069136E64153D534097B7570F090C2140C658443E193D534068511A7C050C2140A752C36E1C3D5340FD6E1A20050C21404D5B42711F3D53400EAA1A68040C214079E1C1EC203D534029E51AB0030C2140BEE24006243D5340E1B31B2C010C2140EC08C0AC263D53407A0C1C18000C21401A5FBFBD283D5340172A1CBCFF0B21404D253E8F2C3D534025A01C4CFE0B214044FABC32303D5340AC781E8CF80B21405F15BCFB323D5340790221A4F00B214069253BE7353D534089F82288EA0B214025D939F2393D534086332678E00B214019DE38003D3D53408F29285CDA0B2140E8B4F79D403D5340B8DF2AEAD10B214029FE36D7423D534037B82C2ACC0B21404449B60A453D5340D80B2E08C80B214037AEB5ED463D534040AE2E0EC60B2140C423F59C483D5340EE412F42C40B21406B44B4544B3D53409DD52F76C20B2140996A33FB4D3D5340F5FC30DEBE0B21403DBB721D503D5340E94132EABA0B21401FB5F14D533D5340681A342AB50B2140FD26B108553D534021A93550B00B2140A15FB075573D53403B9A3826A70B2140AD276F415B3D534066463D98980B2140DD1D6E7D5E3D5340410142DC890B21400C5C2DD9603D53406F2D45FA7F0B214012B46CE4623D534075A84740780B2140CBDFAB79653D53402AF24A026E0B21400B29EBB2673D53403EA84D90650B214024A4EA50693D534006724FFE5F0B214000462A766A3D53409C8A50945C0B214018F1A97E6B3D5340A7855186590B2140DF8769C66C3D5340E136525E570B2140CF1CE9136E3D5340C8F65208550B2140BEC9A8166F3D5340EA315350540B2140274128C0703D53405CD45356520B214079C56741723D5340E6F153FA510B21406B2A6724743D5340A9405322540B214084A566C2753D5340DA36525E570B2140882D2638773D53404D1E51C85A0B2140EED4254C783D53400C3250A85D0B2140686BE5CD783D5340B09751E4610B21407320D1F5783D5340FD5D32006A0B2140,31,32,{G}
27,4,"Green, Yellow, Violet","3,4,5","G , Y , V",257.3815154,0102000020E610000016000000FF313B8BDE3D53407BC4F9E5DD1221404A7E94F9DE3D53400080C48CD7122140469C9CE9DE3D53406046AFCFD112214043ABA0E1DE3D5340CB2340D4C81221402FA564ACDF3D534066FC72E2BA12214081592498E03D5340E5547676B01221404820644AE13D5340E2CF78BCA8122140E8D0A341E23D5340D90A7CAC9E122140B24F23D4E33D534019ED81588C122140A2E4A221E53D53408BC586407D122140456562AEE63D5340EE1D8D7C69122140ADDCE157E83D53402180947C521221403A6A61BCE93D5340EA7F9ACC3F122140A01161D0EA3D53400AEC9FE82E122140C8DFA06BEB3D53407209A334251221402D9FE034EC3D53400B58A8AC14122140A569A0DBEC3D534020C4ADC803122140E3426054ED3D5340303AB100F91121403227A0AAED3D5340B44DB630E9112140F5DDCAE6ED3D534081EFC208D71121400575AE1EEE3D5340DAB5AD4BD111214092110654EE3D5340A5948DBDCD112140,12,33,"{G , Y , V}"
28,6,Yellow,4,Y,111.7864182,0102000020E6100000080000004F3026BD8B3D53408F8EC19C3A10214093CED7F7893D5340EC837C03331021405AA9A7EE883D5340F736816B3110214067B31305873D5340F288B20E3210214015D901B5843D53407727C3703210214022885213833D5340E327DF493410214029F74ABC7F3D534086059A3A3A102140FB56C38F7B3D5340D355157541102140,18,34,{Y}
29,6,Yellow,4,Y,353.9829504,0102000020E61000001900000093A0095E3E3D5340D9E841E66F0F2140B11EC5E03D3D53408CAF484B6C0F214029F343E73C3D53405826AE836B0F21403951E1B53A3D5340E61379F4690F21409FEDB80D393D5340E41379F4690F214000A963D0373D534000C9E109630F21405CED32FA363D5340A15400AE580F214020C802F1353D53404115D647440F21403076D14D353D5340402A780A300F2140C405215E343D5340C08EB0EA1C0F2140D8E93C97333D53409F427FE80A0F21408C8EBFB1323D534020A7B7C8F70E2140787EC2B2313D53406060BCD1E40E2140DC19F98A303D534019C78F37D10E214034287BD82F3D5340621A8B70C10E2140F4547C722F3D5340E4537871B60E21409871800D2E3D53407F1A4EAC900E214028CB82412D3D53405ED888C07C0E21403CAF9E7A2C3D5340A7A565F6650E2140A0F8A3AF2A3D53408108CDE6420E214070048B772A3D53402029ACAF3C0E2140E02740CF293D5340006399B0310E2140F0D50E2C293D5340C0E98149280E214028AE439D283D5340DDBF0000200E21409E3935E1283D5340E13F82870E0E2140,35,36,{Y}
30,8,Yellow,4,Y,781.6907766,0102000020E61000003C0000009E32ED51EE3C534092D4F83BCA0B21409CDFDB35ED3C53406F6D9E32C50B2140EA7018C7EA3C53400E901755C00B2140EB506A2EE83C53402489B526BD0B2140AE854879E63C534047283B28BA0B2140091DFC17E53C534095B977B9B70B21401130D174E33C534085C05EFBB30B2140E2AA0712E13C5340F5F0208EAE0B2140EABDDC6EDF3C53400C978DD1A70B214037AFA8DDDD3C53409231ACC79B0B2140330D9212DC3C53408B1A102D910B21405BE7655DDA3C5340A7E4EAA4810B2140A3EA0709D93C5340E83347DE790B21405B494A25D73C5340A8C630976E0B214027D6C2CBD53C534083287712670B214011C9EFF9D33C5340FA13ABD55A0B2140417F280CD33C5340D1B57179510B2140EC759764D13C534077CDA6EF460B2140418BA1A4D03C534093D6A260400B214001E243FECF3C53403C81F3603A0B21401931DD40CF3C53409410420F360B21403ECBBF64CE3C53407E624805310B21408BCB5610CD3C5340F39769FB290B2140C8D1E5CDCA3C5340155778391E0B214064E92E6AC83C534086102611120B21403DAAD5ACC63C534044614959090B214089E63AB7C33C5340F6453908F90A21406FCD2C4FC13C5340263E97CAF00A214088C71D75BF3C5340EFE18DFEE80A21402BCE3450BD3C534042734FA3DF0A2140F5253F44BB3C5340071746D7D70A214022397CD4B83C53405AA8077CCE0A214014E279E1B63C5340214CFEAFC60A2140058B77EEB43C5340AB665A1CBE0A21409378425FB33C53401BA620A7B80A214048B700E9B13C53408DE5E631B30A2140D5A4CB59B03C5340C1C8A3F0A50A2140EE9EBC7FAE3C53404BE3FF5C9D0A21406A54E041AC3C53404C109158960A2140127A0955AA3C53403F9D380A890A21404CA6DB5BA83C53400968CC7A720A2140E663439CA63C5340632475806A0A2140AFD3A8EBA53C5340FE7BDCDC650A2140367D9D3DA53C534047D9A49F610A2140E5A3615CA43C53400AC79EBE5C0A2140F811B6A6A23C5340076C8E58560A2140FA3071AEA13C5340F17BCEDD530A2140A559DD7DA03C53404097D02F520A2140F257CC789F3C534094916FC9510A2140DC670CFE9C3C5340E18B0E63510A2140A91340AC9A3C5340E24948F2530A2140B8662950993C5340B671EFBE560A214010B801EF963C534069D2608B5D0A21409086A95A943C53409B4FB757660A21407C79D688923C5340A2CB2A766B0A214001442E93903C5340D21FF7C76D0A214083F172468F3C53401109732E6C0A2140FB879CB48D3C53408BDB6AFB680A21402D5AFDD58B3C5340F8BDA24D630A21402F5085E4893C53409209641B5D0A2140,37,38,{Y}
