gid,id,routecir,route_no,route_id,length,geom,source,target,array_route_id
48,14,"Red , Blue , Violet","1,2,5","R , B , V",433.4645315,0102000020E610000028000000657E24DBAF3C53403C7B78E0AD012140AFA1DC9CAF3C534033DE1029B60121401E12FB60AF3C53400AE5ED43C0012140D933044FAF3C5340EE91B28ECA012140A8CEE884AF3C534051159C88D60121400126BBDEAF3C53406B07CE04DE01214000864ABCB03C5340A3F29D52E201214088A2C7BDB13C534086F9FF80E501214035588F4EB33C53407C85FCEDE20121401DFA9A38B43C53406880DD7DE0012140821B3DE4B43C5340617E3784DF012140CBDD17FDB53C5340597C918ADE0121405A61FAB1B73C5340667E3784DF012140B654754FB93C53408086CF6AE3012140A19F518DBE3C534047190F70EC0121409C467CE7C13C53407C26C6C6F2012140778D0C32C53C534030B24062F8012140ABF2C5B1C73C534055BC7E42FD012140AFC7171ACA3C53406AC343AC0002214074DD07E0CC3C53408ACA0816040221402EC4FD1AD03C5340AAD446F608022140775A571FD33C5340C7DA38E30B022140F1AC994FD43C5340D7DDB1590D02214067D287EED63C5340F0E476C310022140ED274395D93C534008EB68B013022140A339E767DA3C534016ED0EAA140221409B0BC059DB3C53409F70F15E1602214042ED9624DC3C5340AB736AD517022140A70E39D0DC3C534041F9F2831A022140BB3FD954DD3C534054FE11F41C0221407F8077B2DD3C5340E7839AA21F02214021617B00DE3C5340840AF6CD22022140A3E1E43EDE3C53409D0F153E2502214035921B85DE3C5340BF1880A129022140D7721FD3DE3C53407CA919AD310221408983F028DF3C5340CDBD956D3B0221400B045A67DF3C53407949100941022140DE74C5CCDF3C53405FE4E7F44D02214013060061E03C5340DC04488F5D02214016945808E13C53406FBAF3C473022140,62,63,"{R , B , V}"
31,8,Yellow,4,Y,596.4704951,0102000020E61000003B0000002F5085E4893C53409209641B5D0A21401A6A3D5B893C5340B0BBDCF15B0A2140FC43A793873C5340950DE3E7560A214087296A44853C5340CD7AEB2F500A21406109CC8E823C534092CB0E78470A2140C471BF72803C5340775FDBDE3F0A21400757EB777F3C5340932611DF3B0A21400C93B9D67D3C5340F7084931360A2140667F9C6E7B3C53402C273E572C0A214000782A037A3C5340AD1A99DC270A21408F3AE24A793C53406AB5A957240A214017E4D69C783C534066F76FC8210A214077394DD0773C53404A0B6D16230A21403EF09621773C534046B5A468230A214084916E87763C534034DCD62C250A2140B7168BDF753C5340AE1A99DC270A21409ACF915F753C5340D31B7C8A2B0A2140A50568AC743C5340FAFBFB7F300A214099F0F417743C5340C0AF56F0350A214028B3AC5F733C5340A9A65A7F3C0A21404B34CC8D723C5340B4433156400A21403427F9BB703C53405C51B97E480A2140FEB519136F3C534062ACC9E44E0A214000F48F226D3C5340CEF1385F570A21401B5CEC5A6C3C53405240A44A590A2140BD6D3DE56A3C534093C6F6875B0A214090F4BD796A3C534055DD7A215D0A21409B2A94C6693C5340772024405E0A2140962EE427693C5340782024405E0A21408A197193683C534016F4FEBA5E0A2140954F47E0673C5340F0B0559C5D0A2140986C5A37673C5340D36DAC7D5C0A2140E36A4932663C5340B42A035F5B0A21406A143E84653C53400C788B9C590A214066188EE5643C53408F2920B1570A2140724B68A9643C53409B7C0955560A21403B2EC211643C53403CCCD0EE520A2140DB220045633C53405B9306EF4E0A2140997B4A4F623C534081EFEB03470A2140844D14C5613C534015AA7C893E0A2140228C1600613C5340DD732013310A21400F54A2C65F3C53408ABF947F210A2140FD21B4425E3C53401BD4BFB4120A214029DDF91E5C3C53400B167826FE092140EF8C7D2E593C534025F6DB1DDF09214009163D1F573C53404ACE2652CA092140D7C170CD543C5340F52E7C20AD09214088054843533C5340489D591798092140382C0C62523C53402020034B8F092140CB8668BB503C5340FFA49972870921401C2A992A4F3C5340478824DD8009214056DAF0164D3C5340C5316FEC7A09214090EFE49E4A3C53400840DE2D7409214088418FA2483C53405243106171092140E98C6F2F473C53405085D6D16E092140C2CCD917463C534011DCF7D86B092140FAA4591C453C5340BBA4582B670921407188DC1A443C53407513A1AD62092140F441B85D433C5340162510655E092140,38,3,{Y}
32,5,Yellow,4,Y,415.9609898,0102000020E610000018000000E4DB604D0A3C53400861904F23082140F195326D083C534052E4CEC31B082140E33E307A063C534013006BCB0C08214090A9A797033C534004D23296F707214014324578003C5340579A43D2E0072140747B7D54FF3B53403BE42206D4072140F8261A57FE3B5340BCE079FCC8072140B8B23E25FD3B5340C1744663C107214018E407E4FB3B534099DE2CA1B80721402832DE7BFA3B5340002AE99BB2072140EC4976F5F83B53406042FE56AF072140AC8E5509F73B5340A0CD3730AD072140880982F9F43B5340FF4E05F3AC0721406C639417F33B5340E1F26739AE07214078C467DCF03B53405C3DC84BB00721400C28D626EE3B5340E1F953FFB40721403CA31201EB3B534080F96E34BD072140B830D775E93B5340208C94D3C10721403CBFCBA8E43B5340C1A55327CF072140609E86B7DD3B53405C004280E607214028483FDDDB3B5340FF31945AED072140C79E9279D83B53403D17A0C7F4072140CF60DCF0D53B5340313523A4FB072140E10A28D4D33B53408978680EFF072140,4,39,{Y}
89,0,Violet,5,V,831.6614606,0102000020E6100000160000007421FBC5113E5340CCB0F61CFD0C214055302AA9133E5340300DC347C40C2140CC46E7FC143E5340D04543C6A30C2140AEC77142183E534064367AF37E0C2140CF33F6251B3E5340A1DFF76F5E0C21407D789620233E5340735CC64D0D0C2140BD19355F253E5340DCC96E66F40B21406F62484E263E53400B8B51D7DA0B21408670CCB2273E53400DFAD2DB9F0B2140FAD005F52D3E5340E129E44A3D0B2140D0D556EC2F3E5340287FF78E1A0B2140A03715A9303E53401DAED51EF60A214094A30051303E5340566397A8DE0A21407F17B6662B3E53406F2B84D5580A2140EB01F390293E534079573D601E0A2140399F3A56293E5340E3F4BC1B0B0A21400EBE30992A3E5340A59B8BBFED0921408A7780272D3E534042649126DE092140914D1C3E323E5340EB9FE1A9C70921406269E047353E53403750A73CBA092140BC360439373E534000C02CB6B809214007CD53C2383E5340C246A34CB4092140,102,103,{V}
33,5,Yellow,4,Y,1001.83538,0102000020E61000002F000000E10A28D4D33B53408978680EFF07214075E50FADCD3B5340AB75906812082140EF0C8CCFCA3B5340AFDF6D221C082140B6BB004EC73B5340A35E14092808214089CA414DC13B5340966D74693C082140EF00DEBDBB3B534071040D494F0821406B8030CFB93B53400EBC62F154082140996046BBB63B5340C5D6411960082140F473FE13B53B534051842BAB67082140DA2478E0B23B53407A40D293740821400B316F92B13B5340245145A5810821407036B587AF3B5340E31673D994082140D892622BAD3B53408D1F308FAB08214068DEF2FBAB3B53407A6475CBB6082140B7692CD5A93B534078F86B5ACB082140C4B22120A93B534012B0C102D1082140F6158080A73B5340A255F538E2082140752BC374A63B53401B4BA457EC082140CC51233CA43B5340D25DCD230109214093ED69FEA13B5340CC9F920F15092140CA3D20F0A03B53400314746B1F092140BD76183C9F3B5340A41A7B662E0921409587350F9E3B53404ECF50BE3C092140A42792089D3B53401F00BECD4B092140EA562E289C3B5340FFDEF9395A09214013C8FEEB9A3B5340359D56DD6E09214010320E099A3B53403D97563C800921400E9C1D26993B53401A715C9D8F092140282E08BC973B5340F1EB44F4A80921408341C014963B53403C08F50BC40921401B2877D3943B534028E9E632DA09214046F0AE45933B534051EC8812FA092140BFC132FA913B5340200BD4AF140A2140074836C8903B53408DEE605C2A0A21404246BB168F3B5340C29FD198490A2140EC62BFB18D3B5340931584E4630A2140E4880F8F8C3B534005A7DFED780A21406D90E01F8B3B53403F0B5592960A214097581892893B53400A7CD1D2B10A2140932C37CC873B5340AB2AA789D10A214033C71EC6843B53409736644CFE0A21403CDAF322833B5340A77B381C1E0B214025701CD3823B5340BB8BED742C0B214097825162843B5340C6B925AA410B2140E917DA44873B53402990BB1E580B21409CC67EF8873B5340B93A00336F0B21403644A33B883B53402D0C80A77F0B2140,39,40,{Y}
34,5,Yellow,4,Y,596.5293597,0102000020E6100000290000001589AEB0853B5340C5FD47A6430F2140EA68652A883B534093F1D6543B0F21407126D1028C3B53407324222B330F2140A3C4DD69903B5340FE2BF3BB310F21407B4F3278963B53408BE192A92F0F2140DCE157179B3B534084DC5C9E300F21404A7EE9CC9D3B5340822E8E41310F2140804CB2279F3B534002DAC118310F2140A2365F49A13B53408B8A2BFB2F0F2140E58CA623A33B53408B8A2BFB2F0F21408822871CA53B53407B295836320F21401E30E995A63B534073CDBA7C330F2140C67398EBA73B5340F22187A5330F2140D1A4AFBCA83B53407524222B330F2140A6DC774AAA3B534003DAC118310F21400EF6C08BAB3B53401940CBE82D0F2140059A23D2AC3B534034AB0AC4290F21402784D0F3AE3B5340EE832400210F21402CB0B1B9B03B5340A7B3A5EA170F2140D71F42D5B33B5340BED2B3C3010F21403CE22368B53B53408CBA6F21F60E2140A2A405FBB63B5340DB4D5F56EA0E2140C6E519CBB83B53402C38B639DE0E21407F5F16FDB93B53405304C9D9D70E214094C1449FBB3B534074C66F63D30E214087B7D888BD3B534086D51185D00E2140F0A59BE1C03B5340928816EDCE0E2140A21A6208C33B534096DF7D9BCE0E21401CA9815AC53B53409131AF3ECF0E2140E0AAFC0BC73B534012DDE215CF0E2140CB056A07C93B5340072ADEADD00E214074A0800BCA3B53400AD376FFD00E21403D8F534ECC3B5340BD4C7331D20E2140D5F31C76CD3B5340B8473D26D30E2140C553C07CCE3B5340A99438BED40E2140315A614FD03B534012D52CBAD80E21403C8B7820D13B5340BBF28B32DB0E21402BD33DADD33B5340D650DFA6E10E21401C33E1B3D43B53407364D208E60E2140CAF9D87DD73B5340FE11BC9AED0E2140ADA44863D93B5340DCDE24BCF30E2140,41,42,{Y}
36,5,Yellow,4,Y,444.8997755,0102000020E6100000100000009B04A2CC2B3C5340CFCEB3A38210214074B5308A2F3C53400BE68BD494102140B0E0E11C323C534050CAEFCCA3102140C1FBED8B383C53408AEAD206CC10214037F041CD3E3C534066031E03F8102140F66A99DC433C53405C30412C20112140F8BD255D483C53401E8C1BAA4F112140464584084B3C53404F94F3946E11214097234A624D3C53405E2C5699921121406756DCE44F3C53402CE903DCBF1121407087F3B5503C5340E7A7454ACC11214082249331523C53401CCCA43BD9112140A694E18E533C534054B7EF75E4112140D5B91B14553C534084A23AB0EF112140C1F15A8F563C5340A4946C2CF7112140AEEF9B0C583C5340F671231BFE112140,44,45,{Y}
37,5,Yellow,4,Y,297.9374356,0102000020E610000012000000AEEF9B0C583C5340F671231BFE1121407742160E593C534062FCC345041221400A23832F5A3C5340FD71E9E209122140D43BFF325B3C534007FA430F111221405254ABCF5D3C5340C0F0DC9621122140F23A8FFE5F3C534053F543A22A12214039CAA0D3613C5340F16A693F30122140A370D641633C5340BDF11FE52F122140266F9699673C5340D1FB8BFB2D122140905D59F26A3C5340D600C2062D12214007D49ACA6E3C5340F4C268902812214068E8AD00713C5340F57037ED2712214026E5F2A6733C534004243C5526122140FDF1344C773C53408826D7DA251221404A222C497A3C5340F419D03E2812214089CAA4C67C3C53406F69665C29122140EF158C7E7F3C534083C9F2412B1221409EF3E159823C53403722F0D12C122140,45,46,{Y}
38,5,Yellow,4,Y,489.7103222,0102000020E61000001A000000CB863595C53C5340C7D00C3DBD112140D30C48A8C73C5340CCA42E13B6112140276ADD75C93C5340F80358E3AD112140CB37A371CB3C5340063DC9AA9F112140281CFAB3D03C53409402D54F8A112140920ABD0CD43C534066985F0A7E112140279631EFD73C5340463856DB6F112140CC008CFFDB3C5340BD9758B05D1121401483B49FDF3C5340C4FE2B164A1121403A994287E33C53405E250B803211214045486CC1E63C5340E48E796B1E112140AE362F1AEA3C5340060F5B09061121402BB2A6FDEC3C53407E6E5DDEF310214053A1892AEE3C53402E3D0B04ED1021408CC6B933EF3C534045FA7B82E910214037B837E6EF3C5340D306831EE710214090F29AF9F03C53405BB7EC00E6102140B433AFC9F23C534055608552E610214085BDA8FAF43C5340CAAAE564E81021400DEC2446F63C5340BE4912A0EA1021407A88B6FBF83C534021339FEDEE10214098C494C0FB3C534091269851F1102140B5007385FE3C534095D466AEF01021409E430207023D53402D38D5F8ED102140E6753BC1033D5340FD065A15ED10214098ACE529063D53408A2CF41CEC102140,47,1,{Y}
39,5,Yellow,4,Y,158.7610529,0102000020E610000010000000478C43A2753D5340CC5F0A6A53102140F7FEA132773D53407FC9FA1F4F10214060AD767F793D534040FC32C24A102140BB55D4BE7A3D5340FEBDACD249102140DFC5221C7C3D5340179942B446102140ECCB99297D3D53408E1C36D544102140CD4EED7C7E3D5340C161A306421021401E93EA79803D5340217BBFD73F102140420339D7813D5340682A04593D102140B5EBA358833D53400A58A4113D1021402628A3F5843D534085059A3A3A102140AFA4AFD4863D53405931EB9A3910214098772002893D53403FFBBF523C10214088F45F9A8A3D5340BC22BE124210214050AFFF718B3D5340639BBCD54610214090AA7E668C3D53408D0A2D7B4A102140,48,49,{Y}
40,5,Yellow,4,Y,271.8226281,0102000020E6100000140000004D79F1344F3D5340E7AF90B93210214093FBF658503D534037B681AD2A102140FA5840C0513D53406E6CAD70241021404BF62AB9533D53408ECCD01C1F102140F1B7EC77573D534081703363201021404296B2D1593D534072B8F8EF221021404E9C43BA5C3D534050488309281021408C6B67F2613D53401972045330102140B62FC436653D5340BF2B10B63D102140C6E3237C673D534087505BF446102140BAD9B765693D53404DD143EC4E1021402B200AEC6A3D53401DD4B89A52102140949789956C3D5340C36CB8DC531021408414C92D6E3D5340A0F6B74C55102140911F75AC6F3D5340D18FDB3B57102140AADAD7E1703D5340FD638ADB57102140CD4A263F723D534042A210CB58102140602B9360733D5340E5F9B28B57102140637C1E46743D5340B92504EC56102140478C43A2753D5340CC5F0A6A53102140,2,48,{Y}
41,5,"Red, Blue","1,2","R , B",326.0260409,0102000020E61000000D00000009FD8243A63C53407B42C004E6F920409040811DA43C53409A4A58EBE9F9204084A7C79CA33C53400514F86DEEF92040956EA82BA33C534082E52FD7F6F92040B1CD6FBEA23C5340E4FC240E02FA2040CB2B64D4A13C534076650A4734FA2040FAE74C00A03C5340AEF4410779FA2040540676359F3C53406C6692A3AFFA204071653DC89E3C534063E73F90EDFA2040569CB63F9E3C53402D6B441C0EFB204063CBB0CA9D3C53404AB49C3731FB204012DBAEA39D3C53408864C36048FB204077DE845B9D3C534065FEC7CF54FB2040,50,51,"{R , B}"
42,23,Blue,2,B,899.8550898,0102000020E610000023000000E607E1760D3D534084E2337E86002140F45BE1E5103D53405D2462335100214073FF9F13123D5340BA98DDBF3A002140F0A25E41133D5340BC1F62E311002140147B4C76143D5340FE365701DCFF204072EF0CB5163D53409FC2C7AB8FFF204019746047183D5340CD7C7B0D53FF20408EB5AC8A193D5340DBE70AC320FF2040EBD9483E1A3D5340628FFA3F0FFF20400FB236731B3D53400F9B17A800FF20402BC8FAD31F3D534091D7A858D7FE20408D9586CD223D53405F9D0387BDFE20404B378AEF243D5340BC186B42A3FE204022A61916263D5340BA1826908AFE20407ECAB5C9263D5340AFADC7C372FE20401C9D72E6263D5340B226748951FE204009D98D11273D5340B3262FD738FE20406B06D1F4263D5340FDB69FD12BFE2040B7166448263D534028F8A66D10FE204013EBDB70253D5340FE3D24F502FE2040BACFE6EC233D53409DBB46A6EFFD20405D5B26AE213D534053B25ACFD3FD2040256F2F191F3D5340CFFC0890BBFD20405D1B95811B3D5340033038CEA7FD20400E12EE5C183D53403663670C94FD20407A517F9F163D53401714FEAD85FD20406D461D6F143D534047472DEC71FD2040639486F9123D5340CB83034F61FD2040F8B4ACA0113D534028F87EDB4AFD2040D8E5659B0F3D53407FF3C33D24FD204084233CD20E3D5340129BB3BA12FD20405A42A76D0E3D5340D9EE08A0FDFC2040D6BCCB790E3D5340B1934A08F2FC2040730199DD0E3D5340928395AFE3FC204074A587FC0E3D5340E6E88596D0FC2040,52,53,{B}
43,25,Blue,2,B,227.5061264,0102000020E610000009000000FF582D550E3D5340870B8A308FFA2040B04C7D1C0D3D5340749225106DFA2040841915C9013D534080B93971DBF92040F4C88874FF3C5340E16BA495B8F9204074090BA9FF3C5340E3ED0683B6F92040DC8B83E5FF3C5340FF4EF41FB4F92040481A7253003D5340E05E10C9AFF920405143E170003D5340E9105D5FABF920404E71B4AA003D5340E63811F3A3F92040,54,55,{B}
44,1,"Red , Blue , Magenta","1,2,6","R , B , M",530.6967071,0102000020E6100000140000005F1734E3A33C5340154D672783F72040C4D28E2EA53C534026B5CBF0F3F72040C9D361ABA53C53400B315A6D2FF82040F235A2B4A63C534093D6B3E77EF820409717797FA73C5340A55D53C1BFF820407AB8B1ECA73C5340BEA5D85FE2F820407AB8B1ECA73C53404DCA84EDF3F820407AB8B1ECA73C5340C4E83E8E02F92040B777138FA73C5340370626B210F92040F4367531A73C5340F235E39C27F92040F035A2B4A63C5340F076A3D146F920404A54CBE9A53C534084DF880A79F920400693C34DA53C53407B1DD0C896F92040435225F0A43C53404952AC23B0F9204080118792A43C53401C885BFBC9F92040BED0E834A43C53407CA023AFD5F92040FE901D54A43C5340B6AF80FFDCF9204080118792A43C5340E5BB64D9E2F9204026F35D5DA53C53402FCD6723EBF92040AC749A18A63C534046D42C8DEEF92040,56,57,"{R , B , M}"
46,3,"Red, Blue, Magenta, Orange","1,2,6,7","R , B , M , O",147.2148704,0102000020E6100000100000003AE97DE3EB3C5340184DFB41B8F92040F7B29419F23C53402A4A143DACF92040CAF77E6AF43C53401946C849AAF920405079BB25F53C53401946C849AAF92040B79A5DD1F53C53402C4BE7B9ACF920401BBCFF7CF63C53404351D9A6AFF92040401D6D09F73C53405555259AB1F92040EBFF1651F83C53406F5CEA03B5F92040B5425BA8F93C5340826036F7B6F920403FC56AE0FA3C534085610974B7F92040A8E7DF08FC3C5340826036F7B6F92040948ABE6FFD3C534061589E10B3F920409C8C6469FE3C53404752AC23B0F9204063CED543FF3C5340284A143DACF920400AB0AC0E003D5340FF40A9D9A7F920404E71B4AA003D5340E63811F3A3F92040,59,55,"{R , B , M , O}"
47,4,"Red , Blue , Orange","1,2,7","R , B , O",199.0765348,0102000020E61000000E000000F4422333F23C5340054713398EF92040FCA02239F23C5340A0D5248A94F920409C765CC7F13C53406210F5CE9AF9204067018B56F13C5340BB2D00969EF92040E1ABCFAFEE3C5340CB34C5FFA1F9204002646CE8EA3C534079BE99A1A6F92040A39B9FE2E63C53401F486E43ABF92040CB55E214E43C5340324D8DB3ADF920405931C7F2E13C53404452AC23B0F92040A3772549DD3C5340E7DAAD48B4F92040DC06B971DA3C53405ED13FD7B1F9204073EF13C3D83C5340C27D6E7BB1F920405A43B585D73C53401662DC9AB2F920401AF1E148D63C5340517754EBB3F92040,60,61,"{R , B , O}"
49,15,"Red , Blue , Violet","1,2,5","R , B , V",265.4277584,0102000020E61000001900000016945808E13C53406FBAF3C473022140F931223EE13C53406F124E727802214063701061E13C53404582CC687B0221409F880F99E13C5340BA8BC5917F022140426913E7E13C5340871FD813890221409359150EE23C53403DADF8A88F022140B4B9AF1DE23C5340074038AE98022140B4B9AF1DE23C534055565A68A3022140426913E7E13C53402FEB3F67AD0221400DD8D852E13C5340348DDCBCBD0221409C873C1CE13C5340E6192AD5C3022140F5A56551E03C5340CEB401C1D0022140BD135840DF3C53402BCCF6F7DB02214043C11510DE3C53400A6528EAE7022140FEFF0D74DD3C53404774853AEF02214047EE69A1DC3C53408783E28AF6022140022D6205DC3C5340D19831C800032140DECBF478DB3C534026ADAD880A032140D9CA21FCDA3C53408DC71B36170321401289B021DA3C53401DECC7C3280321402BE7A437D93C5340158CBE1F3803214064A5335DD83C53402830016F49032140CEF3299AD73C5340A34EBB0F5803214044711A62D63C5340CBFA95456D03214083D37546D43C534089095BC392032140,63,64,"{R , B , V}"
50,17,"Red , Blue , Green , Violet","1,2,3,5","R , B , G , V",417.0971111,0102000020E6100000290000006BBA432FC83C5340001BFFF455042140FCE1789AC73C53402C49CC0A5E042140CB1CCEF2C63C5340C06B3B066704214055797619C63C534015BBEAC674042140B74C6ED4C43C5340703328537E042140E5078483C23C5340FB5601648F0421405A85744BC13C5340596B7D2499042140F262FF22C03C5340B2819FDEA304214087408AFABE3C5340FC944822AD04214065DF1C6EBE3C53402B9F8602B20421407C3D1184BD3C53402CA3D2F5B3042140F6BBD4C8BC3C534037A2FF78B30421406C39C590BB3C53401D9B3A0FB00421408096E629BA3C5340E08CB03BA904214013739E84B83C5340AC7E2668A204214081EEE852B63C53405169D72A98042140934A376FB43C5340FB5388ED8D04214066E723E9B23C5340BB442B9D86042140D3626EB7B03C5340753182597D04214046DF8B02AF3C5340201C331C73042140E0BDE956AE3C5340F111F53B6E042140543A07A2AC3C5340BFFF1E756504214087F7C24AAB3C53406DF0C1245E0421405793DC47A93C534026DD18E154042140CE10CD0FA83C5340FED107844F042140E66EC125A73C5340DECA421A4C0421409CACE60CA63C5340C9C0043A47042140338A71E4A43C534099B86C534304214006275E5EA33C53407CAD5BF63D0421401B847FF7A13C53406BAAE27F3C042140EF206C71A03C534067A83C863B042140443EC2299F3C534057A769093B0421401DDC81209E3C53405AA5C30F3A042140D419A7079D3C534052A4F092390421408A57CCEE9B3C53404CA6968C3A0421407F5453789A3C53406BABB5FC3C0421407652AD7E993C53406AAD5BF63D0421400D303856983C53408BB1A7E93F0421401D8C8672963C534090B799D6420421409309773A953C5340AABBE5C944042140EA26CDF2933C5340BFC1D7B647042140,65,25,"{R , B , G , V}"
51,19,"Red , Blue , Violet","1,2,5","R , B , V",260.4374544,0102000020E610000024000000E0DB5312CB3C53401565DA04690421407C7348EACB3C534041815B306604214050E586CCCC3C5340A1FE4BF864042140907794DDCD3C5340BEFD787B64042140488938B0CE3C53403F7C3CC0630421402C2B449ACF3C5340BEFD787B64042140C8743461D03C5340803FEA55650421408086D833D13C5340BF433649670421402C009602D23C534000C9BEF7690421409C220B2BD33C53403DD083616D042140EC7CCC47D43C534041D81B4871042140343FA760D53C5340802225097604214038414D5AD63C5340606C2ECA7A0421400C1BA538D73C534020B491917E042140E08CE31AD83C534039BECF7183042140141FF12BD93C53409C45FE1987042140C400C8F6D93C534060CB86C889042140188A839EDA3C5340400F9E9C8B042140F063DB7CDB3C5340661144968C04214004B3FC89DC3C5340429BAF498D0421403126B695DC3C5340B99280518D04214092B044BADD3C53403914BD0C8E04214071BA69A0DE3C53407BD4F12B8E042140449594FBDF3C53407BD4F12B8E042140FFA70B4BE13C5340311217138D042140B18C5B8CE33C5340220ECB1F8B0421403F103E41E53C5340D34A1D8A8904214011EB689CE63C53408D88427188042140AB9D45DCE73C534088869C7787042140EC31F9E6E93C53406C817D0785042140A2AD5CAFEB3C5340DAFCC7D5820421405628EDFAEC3C534093391A4081042140F772B03EEE3C53408736A1C97F042140A6EC6D0DEF3C53407E34FBCF7E0421400B0E10B9EF3C5340B3F1B6787D042140697BA566F03C5340B84D05957B042140,66,67,"{R , B , V}"
52,20,Blue,2,B,148.2891415,0102000020E610000013000000697BA566F03C5340B84D05957B04214050975F94F03C5340C01917E47A042140DE602DE3F03C5340181F880479042140D6CDD142F13C53408D0E35B976042140B076F14EF13C534019A556B074042140227CE269F13C5340AC4DC606710421403E715073F13C5340FC66008A6F042140A98A6A72F13C5340E421BE346E04214090807A4EF13C5340B5B9079B6504214040069D2AF13C5340DA7EC2055D0421401C0D5B05F13C5340ADA62C1B54042140FCE06E95F03C534007E7926C38042140DCC6F623F03C5340A5120C5C1C0421402753696AF03C53407AD6830805042140B5374096F03C534057C26E84F6032140B9BF589AF03C534020B5E0D0EA032140706F4CA2F03C53406321E746DF0321402B915590F03C534022E3E56AD7032140FBF12554F03C53406C9E7EABD0032140,67,68,{B}
53,21,Blue,2,B,378.1960798,0102000020E610000024000000FBF12554F03C53406C9E7EABD0032140F157F359EF3C5340E848AB29C60321402626DF85EE3C5340C0F4C83AB40321401B8A8B2EEE3C53407441BD7BAA032140B47D7DFCED3C534056B286979D032140F122F735EE3C534080F3D2E59A032140D5FC9F76EE3C5340A2341F349803214011A219B0EE3C534001B0CBA1960321401F5D5755EF3C5340A43B0B63940321408A3C31AEF03C53400A22D1EA910321408623F71FF63C53400DA2AE91850321400870A593F93C5340B69FF39B7E032140ABDBBE97003D53404C40F7E970032140737F7DBA053D5340681D164D6B032140C28824DF083D5340AD2DA9A06A0321409D507FC00A3D53404747E3186D0321401FFDE41D0B3D5340BF91D68B6D0321409847D8900B3D5340FC3650C56D0321408FE565A60B3D534006A269DF6C032140DE4EC4B40B3D53405AB2FC326C032140361A95AD0B3D534033E3B52D6A0321405240EC6C0B3D5340227F8842670321409A1DC64D0B3D5340FBA4566B5B0321407B2D51380B3D5340EC33514353032140865973380B3D53401E077E9B4803214013AFA74E0B3D53402343C78B3E0321400B34694C0B3D53401AD25E24370321400E99F3270B3D5340AC567BBC2F032140440C1D380B3D5340497DC94C2603214001B9A68B0B3D5340EFCD0D591C032140CCCC5FD50B3D5340FF3DA79013032140B953F5310C3D5340804820BE0A032140EB61799B0C3D5340D008A407010321401B8B6B3F0D3D5340A97307E5F602214089FB89030D3D534013E05E6BEA022140937F4F070D3D534053E9279CDD022140,68,69,{B}
54,22,Blue,2,B,533.8775943,0102000020E610000016000000937F4F070D3D534053E9279CDD022140560A85BD0B3D5340645A98C3BA0221404385AEC70A3D5340C48A7D1893022140CA8ADFDF0B3D5340139B8607610221400327B2E90C3D534039DC8DA345022140D99541100E3D534078FAB3A2240221407CC1C9E70E3D5340E5E03478090221401EED51BF0F3D53402E6A7491E7012140B35D9CF10F3D53400F94FCAAD00121401EED51BF0F3D534041401D61B4012140C1C8B50B0F3D5340690F1FB49D0121407C71A55C0D3D5340DF60B9A3810121408ADCBE760C3D5340E1E0964A7501214060AB05870A3D5340ADADDDA757012140A662CD1F093D5340BA18B20F3E012140A1090265083D53408D651BC62C012140E4B722CE073D534006A9DD57180121400740EC77073D5340E9D2657101012140B8D68D69073D5340180D81DEE9002140C1380054073D53407E73240DDB002140F0726073083D5340DFE0B36AC8002140E607E1760D3D534084E2337E86002140,69,52,{B}
55,24,Blue,2,B,492.8371101,0102000020E61000000E00000074A587FC0E3D5340E6E88596D0FC2040E376567A0C3D534099979F7580FC2040A7D1DC400C3D53406BDD4DE628FC20408DC8F5130C3D5340BF1F863FD3FB20402742E7750B3D5340BE1FFCDAA1FB204006C3C4FB0A3D5340B0B49D0E8AFB2040552C230A0B3D53407908F3F374FB20405F8E95F40A3D5340C31841955BFB2040A49581180B3D5340EE19725221FB2040CE76167D0B3D5340F80BCBDDDEFA204076C3E2540C3D53400736511FCDFA2040C6B6546C0D3D5340C6336A4AB7FA2040F48A030C0E3D5340E4BB5DD89BFA2040FF582D550E3D5340870B8A308FFA2040,53,54,{B}
56,7,Blue,2,B,574.8668131,0102000020E61000001E000000703F85C88E3C5340A2B0E65B7AFB2040DBE331EB8C3C53404EA2428C7AFB2040930395308A3C5340640C1ADC7AFB20407420E610823C5340002D2D8E7EFB204039E667E17F3C5340C0DF25077FFB2040F447DAD67B3C53405F004CAE7DFB2040147D75DD783C5340C02086777CFB2040ACF7B556763C5340FF8B8B6F7BFB2040401FC82C713C5340C0C3309975FB2040F0276F676C3C53403725A38E71FB204041F1845F693C53408966EFDC6EFB2040105E5985673C5340409E940669FB20406CD905F3653C5340E0C3EBE65CFB2040941A5241633C53407E20E8F04AFB2040486A76D7603C5340849032443FFB2040F860CFB25D3C5340008CBC5831FB2040F467BBE1593C5340C012862E21FB20406460CFC8553C534080C31CD012FB204038DFF14D523C534066099A5705FB2040AC272AC04F3C5340C1270509FDFA204068D019114E3C5340A2F49018F8FA2040383DEE364C3C5340BD0B109BF3FA204044618AF5483C53409A6D8290EFFA2040942AA0ED453C5340C0840113EBFA204024992F1F433C5340DACC3990E4FA2040082C5B04413C5340BF99C59FDFFA2040609E6042403C53403A250561DDFA20402C6400233F3C5340A43598B4DCFA204094FC5C203E3C53403F250561DDFA20408FCBDFD73D3C53405FE1E6F8DDFA2040,70,71,{B}
